1023.75,1460.75,399.69,1360.81
1846.25,1512.75,1582.44,1206.69
2351.75,1434.75,2390.94,1045.44
926.75,1862.75,349.81,1772.19
1463.75,1924.75,1065.69,1801.81
1913.82,1818.17,1749.69,1586.19
2492.08,1848.13,2644.81,1550.56
2950.85,1811.55,3275.94,1470.31
1004.17,2201.6,430.06,2136.31
1423.33,2256.72,1004.56,2233.81
1895.51,2309.58,1788.69,2275.06
2432.79,2227.81,2640.31,2053.06
2685.15,2407.48,3063.31,2194.06
1614.05,2452.26,1301.56,2511.69
2326.16,2499.1,2562.31,2460.31
1416.45,1504.03,926.19,1305.69
2077.24,2109.59,2047.81,1960.81
1685.45,1994.9,1409.19,1869.31
