1023.75,1460.75,395.56,1378.81
1846.25,1512.75,1593.31,1229.94
2351.75,1434.75,2385.69,1043.94
926.75,1862.75,348.69,1800.69
1463.75,1924.75,1088.56,1829.94
1913.82,1818.17,1775.56,1616.56
2492.08,1848.13,2652.69,1547.19
2950.85,1811.55,3301.81,1455.31
1004.17,2201.6,431.94,2169.69
1423.33,2256.72,1029.31,2267.94
1895.51,2309.58,1831.44,2311.06
2432.79,2227.81,2659.06,2051.56
2685.15,2407.48,3094.44,2191.81
1614.05,2452.26,1334.56,2542.06
2326.16,2499.1,2600.56,2459.56
2455.29,2702.47,2932.06,2674.81
1416.45,1504.03,937.06,1332.31
2077.24,2109.59,2086.81,1985.19
1685.45,1994.9,1433.94,1888.06
