2175.25,1404.25,1427.19,1050.69
2684.25,1393.25,2233.06,1163.94
3278.75,1602.25,2913.69,1511.94
2868.25,1758.25,2387.95,1605.57
2422.75,1688.75,1773.31,1452.31
1841.25,1743.75,836.94,1442.94
1815.25,2072.75,758.56,1885.44
2269.75,2104.25,1472.19,1987.44
2728.25,2071.75,2181.69,1959.69
3469.75,2135.25,3075.69,1995.31
3186.25,2330.25,2796.69,2207.94
2776.75,2354.25,2268.31,2299.44
2352.25,2451.25,1601.94,2475.69
2016.75,2437.25,1020.69,2426.94
2856.75,2646.25,2472.69,2639.56
2192.25,1869.25,1372.81,1658.94
1789.25,1630.25,763.81,1292.94
