2175.25,1404.25,2150.94,1041.31
2684.25,1393.25,2968.06,1102.81
2868.25,1758.25,3150.69,1536.31
2422.75,1688.75,2526.31,1412.19
1841.25,1743.75,1595.94,1472.94
1443.75,1819.25,1016.19,1582.44
1203.25,2077.75,678.69,1887.69
1515.25,2164.25,1098.69,2021.19
1815.25,2072.75,1548.31,1917.31
2269.75,2104.25,2288.94,1965.69
2728.25,2071.75,2966.94,1896.31
2776.75,2354.25,3075.69,2228.19
2352.25,2451.25,2454.69,2436.31
2016.75,2437.25,1872.69,2443.44
1454.25,2423.75,971.56,2345.19
2192.25,1869.25,2162.94,1646.19
1789.25,1630.25,1515.69,1326.69
